rows	columns	distances
25x_K_DA10001	35x_ACC_DA10001	0.239885
25x_K_DA10016	35x_ACC_DA10001	0.602124
25x_K_DA10029	35x_ACC_DA10001	0.466505
25x_K_DA10040	35x_ACC_DA10001	0.38352
25x_PHU_DA10001	35x_ACC_DA10001	0.20285
25x_PHU_DA10016	35x_ACC_DA10001	0.599898
25x_PHU_DA10029	35x_ACC_DA10001	0.491677
25x_PHU_DA10040	35x_ACC_DA10001	0.403773
25x_PL_DA10001	35x_ACC_DA10001	0.1925
25x_PL_DA10016	35x_ACC_DA10001	0.600623
25x_PL_DA10029	35x_ACC_DA10001	0.469489
25x_PL_DA10040	35x_ACC_DA10001	0.386949
25x_Q5_DA10001	35x_ACC_DA10001	0.166134
25x_Q5_DA10016	35x_ACC_DA10001	0.609424
25x_Q5_DA10029	35x_ACC_DA10001	0.449783
25x_Q5_DA10040	35x_ACC_DA10001	0.430409
30x_ACC_DA10001	35x_ACC_DA10001	0.149664
30x_ACC_DA10016	35x_ACC_DA10001	0.59894
30x_ACC_DA10029	35x_ACC_DA10001	0.469131
30x_ACC_DA10040	35x_ACC_DA10001	0.39178
30x_K_DA10001	35x_ACC_DA10001	0.206264
30x_K_DA10016	35x_ACC_DA10001	0.602937
30x_K_DA10029	35x_ACC_DA10001	0.465961
30x_K_DA10040	35x_ACC_DA10001	0.36941
30x_PHU_DA10001	35x_ACC_DA10001	0.262212
30x_PHU_DA10016	35x_ACC_DA10001	0.653083
30x_PHU_DA10029	35x_ACC_DA10001	0.498574
30x_PHU_DA10040	35x_ACC_DA10001	0.452073
30x_PL_DA10001	35x_ACC_DA10001	0.236979
30x_PL_DA10016	35x_ACC_DA10001	0.640536
30x_PL_DA10029	35x_ACC_DA10001	0.501941
30x_PL_DA10040	35x_ACC_DA10001	0.455716
30x_Q5_DA10001	35x_ACC_DA10001	0.198643
30x_Q5_DA10016	35x_ACC_DA10001	0.625304
30x_Q5_DA10029	35x_ACC_DA10001	0.472544
30x_Q5_DA10040	35x_ACC_DA10001	0.459066
20x_ACC_DA10040	35x_ACC_DA10016	0.699154
20x_K_DA10001	35x_ACC_DA10016	0.646807
20x_K_DA10040	35x_ACC_DA10016	0.694152
20x_PHU_DA10001	35x_ACC_DA10016	0.663378
20x_PHU_DA10016	35x_ACC_DA10016	0.22488
20x_PHU_DA10029	35x_ACC_DA10016	0.556748
20x_PHU_DA10040	35x_ACC_DA10016	0.705468
20x_PL_DA10001	35x_ACC_DA10016	0.671341
20x_PL_DA10016	35x_ACC_DA10016	0.229403
20x_PL_DA10029	35x_ACC_DA10016	0.574604
20x_PL_DA10040	35x_ACC_DA10016	0.703229
20x_Q5_DA10001	35x_ACC_DA10016	0.668585
20x_Q5_DA10016	35x_ACC_DA10016	0.20829
20x_Q5_DA10029	35x_ACC_DA10016	0.567471
20x_Q5_DA10040	35x_ACC_DA10016	0.703937
25x_ACC_DA10001	35x_ACC_DA10016	0.646001
25x_ACC_DA10016	35x_ACC_DA10016	0.217736
25x_ACC_DA10029	35x_ACC_DA10016	0.534856
25x_ACC_DA10040	35x_ACC_DA10016	0.694688
25x_K_DA10001	35x_ACC_DA10016	0.657968
25x_K_DA10016	35x_ACC_DA10016	0.245082
25x_K_DA10029	35x_ACC_DA10016	0.570845
25x_K_DA10040	35x_ACC_DA10016	0.69241
25x_PHU_DA10001	35x_ACC_DA10016	0.637798
25x_PHU_DA10016	35x_ACC_DA10016	0.198805
25x_PHU_DA10029	35x_ACC_DA10016	0.546348
25x_PHU_DA10040	35x_ACC_DA10016	0.690838
25x_PL_DA10001	35x_ACC_DA10016	0.64169
25x_PL_DA10016	35x_ACC_DA10016	0.210035
25x_PL_DA10029	35x_ACC_DA10016	0.555422
25x_PL_DA10040	35x_ACC_DA10016	0.694322
25x_Q5_DA10001	35x_ACC_DA10016	0.644629
25x_Q5_DA10016	35x_ACC_DA10016	0.15683
25x_Q5_DA10029	35x_ACC_DA10016	0.549717
25x_Q5_DA10040	35x_ACC_DA10016	0.695554
30x_ACC_DA10001	35x_ACC_DA10016	0.633192
30x_ACC_DA10016	35x_ACC_DA10016	0.163917
30x_ACC_DA10029	35x_ACC_DA10016	0.569855
30x_ACC_DA10040	35x_ACC_DA10016	0.69098
30x_K_DA10001	35x_ACC_DA10016	0.641844
30x_K_DA10016	35x_ACC_DA10016	0.217935
30x_K_DA10029	35x_ACC_DA10016	0.551749
30x_K_DA10040	35x_ACC_DA10016	0.680579
30x_PHU_DA10001	35x_ACC_DA10016	0.605233
30x_PHU_DA10016	35x_ACC_DA10016	0.174134
30x_PHU_DA10029	35x_ACC_DA10016	0.538862
30x_PHU_DA10040	35x_ACC_DA10016	0.688949
30x_PL_DA10001	35x_ACC_DA10016	0.616892
30x_PL_DA10016	35x_ACC_DA10016	0.163493
30x_PL_DA10029	35x_ACC_DA10016	0.566609
30x_PL_DA10040	35x_ACC_DA10016	0.701184
30x_Q5_DA10001	35x_ACC_DA10016	0.628764
30x_Q5_DA10016	35x_ACC_DA10016	0.155604
30x_Q5_DA10029	35x_ACC_DA10016	0.552992
30x_Q5_DA10040	35x_ACC_DA10016	0.70765
35x_ACC_DA10001	35x_ACC_DA10016	0.617405
20x_ACC_DA10040	35x_ACC_DA10029	0.454114
20x_K_DA10001	35x_ACC_DA10029	0.503673
20x_K_DA10040	35x_ACC_DA10029	0.429237
20x_PHU_DA10001	35x_ACC_DA10029	0.509912
20x_PHU_DA10016	35x_ACC_DA10029	0.523936
20x_PHU_DA10029	35x_ACC_DA10029	0.236312
20x_PHU_DA10040	35x_ACC_DA10029	0.479388
20x_PL_DA10001	35x_ACC_DA10029	0.510803
20x_PL_DA10016	35x_ACC_DA10029	0.532182
20x_PL_DA10029	35x_ACC_DA10029	0.226412
20x_PL_DA10040	35x_ACC_DA10029	0.478525
20x_Q5_DA10001	35x_ACC_DA10029	0.510476
20x_Q5_DA10016	35x_ACC_DA10029	0.523151
20x_Q5_DA10029	35x_ACC_DA10029	0.21756
20x_Q5_DA10040	35x_ACC_DA10029	0.476244
25x_ACC_DA10001	35x_ACC_DA10029	0.482851
25x_ACC_DA10016	35x_ACC_DA10029	0.552628
25x_ACC_DA10029	35x_ACC_DA10029	0.184042
25x_ACC_DA10040	35x_ACC_DA10029	0.445973
25x_K_DA10001	35x_ACC_DA10029	0.506309
25x_K_DA10016	35x_ACC_DA10029	0.557398
25x_K_DA10029	35x_ACC_DA10029	0.21929
25x_K_DA10040	35x_ACC_DA10029	0.429035
25x_PHU_DA10001	35x_ACC_DA10029	0.495326
25x_PHU_DA10016	35x_ACC_DA10029	0.543143
25x_PHU_DA10029	35x_ACC_DA10029	0.207258
25x_PHU_DA10040	35x_ACC_DA10029	0.471564
25x_PL_DA10001	35x_ACC_DA10029	0.491196
25x_PL_DA10016	35x_ACC_DA10029	0.54763
25x_PL_DA10029	35x_ACC_DA10029	0.229412
25x_PL_DA10040	35x_ACC_DA10029	0.479628
25x_Q5_DA10001	35x_ACC_DA10029	0.493171
25x_Q5_DA10016	35x_ACC_DA10029	0.546696
25x_Q5_DA10029	35x_ACC_DA10029	0.183353
25x_Q5_DA10040	35x_ACC_DA10029	0.468149
30x_ACC_DA10001	35x_ACC_DA10029	0.486441
30x_ACC_DA10016	35x_ACC_DA10029	0.545332
30x_ACC_DA10029	35x_ACC_DA10029	0.269464
30x_ACC_DA10040	35x_ACC_DA10029	0.430847
30x_K_DA10001	35x_ACC_DA10029	0.500502
30x_K_DA10016	35x_ACC_DA10029	0.552651
30x_K_DA10029	35x_ACC_DA10029	0.198115
30x_K_DA10040	35x_ACC_DA10029	0.429257
30x_PHU_DA10001	35x_ACC_DA10029	0.544766
30x_PHU_DA10016	35x_ACC_DA10029	0.591767
30x_PHU_DA10029	35x_ACC_DA10029	0.206643
30x_PHU_DA10040	35x_ACC_DA10029	0.435123
30x_PL_DA10001	35x_ACC_DA10029	0.53243
30x_PL_DA10016	35x_ACC_DA10029	0.57412
30x_PL_DA10029	35x_ACC_DA10029	0.155058
30x_PL_DA10040	35x_ACC_DA10029	0.403705
30x_Q5_DA10001	35x_ACC_DA10029	0.531224
30x_Q5_DA10016	35x_ACC_DA10029	0.550252
30x_Q5_DA10029	35x_ACC_DA10029	0.15583
30x_Q5_DA10040	35x_ACC_DA10029	0.409601
35x_ACC_DA10001	35x_ACC_DA10029	0.479044
35x_ACC_DA10016	35x_ACC_DA10029	0.556401
20x_ACC_DA10040	35x_ACC_DA10040	0.238519
20x_K_DA10001	35x_ACC_DA10040	0.459023
20x_K_DA10040	35x_ACC_DA10040	0.212339
20x_PHU_DA10001	35x_ACC_DA10040	0.44817
20x_PHU_DA10016	35x_ACC_DA10040	0.688075
20x_PHU_DA10029	35x_ACC_DA10040	0.459612
20x_PHU_DA10040	35x_ACC_DA10040	0.265378
20x_PL_DA10001	35x_ACC_DA10040	0.461018
20x_PL_DA10016	35x_ACC_DA10040	0.691718
20x_PL_DA10029	35x_ACC_DA10040	0.45873
20x_PL_DA10040	35x_ACC_DA10040	0.258588
20x_Q5_DA10001	35x_ACC_DA10040	0.448496
20x_Q5_DA10016	35x_ACC_DA10040	0.688386
20x_Q5_DA10029	35x_ACC_DA10040	0.459325
20x_Q5_DA10040	35x_ACC_DA10040	0.253505
25x_ACC_DA10001	35x_ACC_DA10040	0.434059
25x_ACC_DA10016	35x_ACC_DA10040	0.697882
25x_ACC_DA10029	35x_ACC_DA10040	0.434334
25x_ACC_DA10040	35x_ACC_DA10040	0.214507
25x_K_DA10001	35x_ACC_DA10040	0.452941
25x_K_DA10016	35x_ACC_DA10040	0.686931
25x_K_DA10029	35x_ACC_DA10040	0.446324
25x_K_DA10040	35x_ACC_DA10040	0.186544
25x_PHU_DA10001	35x_ACC_DA10040	0.435
25x_PHU_DA10016	35x_ACC_DA10040	0.690293
25x_PHU_DA10029	35x_ACC_DA10040	0.472675
25x_PHU_DA10040	35x_ACC_DA10040	0.22837
25x_PL_DA10001	35x_ACC_DA10040	0.418318
25x_PL_DA10016	35x_ACC_DA10040	0.69543
25x_PL_DA10029	35x_ACC_DA10040	0.463969
25x_PL_DA10040	35x_ACC_DA10040	0.224388
25x_Q5_DA10001	35x_ACC_DA10040	0.403566
25x_Q5_DA10016	35x_ACC_DA10040	0.678482
25x_Q5_DA10029	35x_ACC_DA10040	0.420266
25x_Q5_DA10040	35x_ACC_DA10040	0.214309
30x_ACC_DA10001	35x_ACC_DA10040	0.409368
30x_ACC_DA10016	35x_ACC_DA10040	0.687335
30x_ACC_DA10029	35x_ACC_DA10040	0.453924
30x_ACC_DA10040	35x_ACC_DA10040	0.172418
30x_K_DA10001	35x_ACC_DA10040	0.440327
30x_K_DA10016	35x_ACC_DA10040	0.700637
30x_K_DA10029	35x_ACC_DA10040	0.445123
30x_K_DA10040	35x_ACC_DA10040	0.192436
30x_PHU_DA10001	35x_ACC_DA10040	0.45509
30x_PHU_DA10016	35x_ACC_DA10040	0.700684
30x_PHU_DA10029	35x_ACC_DA10040	0.469014
30x_PHU_DA10040	35x_ACC_DA10040	0.209581
30x_PL_DA10001	35x_ACC_DA10040	0.437769
30x_PL_DA10016	35x_ACC_DA10040	0.696039
30x_PL_DA10029	35x_ACC_DA10040	0.418339
30x_PL_DA10040	35x_ACC_DA10040	0.192383
30x_Q5_DA10001	35x_ACC_DA10040	0.418672
30x_Q5_DA10016	35x_ACC_DA10040	0.691179
30x_Q5_DA10029	35x_ACC_DA10040	0.418547
30x_Q5_DA10040	35x_ACC_DA10040	0.194729
35x_ACC_DA10001	35x_ACC_DA10040	0.399705
35x_ACC_DA10016	35x_ACC_DA10040	0.690269
35x_ACC_DA10029	35x_ACC_DA10040	0.413942
20x_ACC_DA10040	35x_K_DA10001	0.373004
20x_K_DA10001	35x_K_DA10001	0.154299
20x_K_DA10040	35x_K_DA10001	0.373293
20x_PHU_DA10001	35x_K_DA10001	0.168868
20x_PHU_DA10016	35x_K_DA10001	0.614986
20x_PHU_DA10029	35x_K_DA10001	0.433807
20x_PHU_DA10040	35x_K_DA10001	0.405814
20x_PL_DA10001	35x_K_DA10001	0.168454
20x_PL_DA10016	35x_K_DA10001	0.606939
20x_PL_DA10029	35x_K_DA10001	0.452663
20x_PL_DA10040	35x_K_DA10001	0.376792
20x_Q5_DA10001	35x_K_DA10001	0.166362
20x_Q5_DA10016	35x_K_DA10001	0.604979
20x_Q5_DA10029	35x_K_DA10001	0.458411
20x_Q5_DA10040	35x_K_DA10001	0.421379
25x_ACC_DA10001	35x_K_DA10001	0.163788
25x_ACC_DA10016	35x_K_DA10001	0.614178
25x_ACC_DA10029	35x_K_DA10001	0.46134
25x_ACC_DA10040	35x_K_DA10001	0.396123
25x_K_DA10001	35x_K_DA10001	0.153412
25x_K_DA10016	35x_K_DA10001	0.600145
25x_K_DA10029	35x_K_DA10001	0.453267
25x_K_DA10040	35x_K_DA10001	0.415891
25x_PHU_DA10001	35x_K_DA10001	0.16638
25x_PHU_DA10016	35x_K_DA10001	0.61101
25x_PHU_DA10029	35x_K_DA10001	0.46972
25x_PHU_DA10040	35x_K_DA10001	0.414286
25x_PL_DA10001	35x_K_DA10001	0.160621
25x_PL_DA10016	35x_K_DA10001	0.606869
25x_PL_DA10029	35x_K_DA10001	0.441527
25x_PL_DA10040	35x_K_DA10001	0.399666
25x_Q5_DA10001	35x_K_DA10001	0.178168
25x_Q5_DA10016	35x_K_DA10001	0.637867
25x_Q5_DA10029	35x_K_DA10001	0.456882
25x_Q5_DA10040	35x_K_DA10001	0.454873
30x_ACC_DA10001	35x_K_DA10001	0.182621
30x_ACC_DA10016	35x_K_DA10001	0.618334
30x_ACC_DA10029	35x_K_DA10001	0.438734
30x_ACC_DA10040	35x_K_DA10001	0.429098
30x_K_DA10001	35x_K_DA10001	0.141708
30x_K_DA10016	35x_K_DA10001	0.610086
30x_K_DA10029	35x_K_DA10001	0.456746
30x_K_DA10040	35x_K_DA10001	0.397125
30x_PHU_DA10001	35x_K_DA10001	0.327549
30x_PHU_DA10016	35x_K_DA10001	0.69131
30x_PHU_DA10029	35x_K_DA10001	0.495223
30x_PHU_DA10040	35x_K_DA10001	0.499493
30x_PL_DA10001	35x_K_DA10001	0.29698599999999997
30x_PL_DA10016	35x_K_DA10001	0.677467
30x_PL_DA10029	35x_K_DA10001	0.521111
30x_PL_DA10040	35x_K_DA10001	0.501639
30x_Q5_DA10001	35x_K_DA10001	0.274037
30x_Q5_DA10016	35x_K_DA10001	0.66032
30x_Q5_DA10029	35x_K_DA10001	0.486095
30x_Q5_DA10040	35x_K_DA10001	0.502543
35x_ACC_DA10001	35x_K_DA10001	0.201073
35x_ACC_DA10016	35x_K_DA10001	0.649869
35x_ACC_DA10029	35x_K_DA10001	0.494282
35x_ACC_DA10040	35x_K_DA10001	0.441171
20x_ACC_DA10040	35x_K_DA10016	0.672242
20x_K_DA10001	35x_K_DA10016	0.569368
20x_K_DA10040	35x_K_DA10016	0.663423
20x_PHU_DA10001	35x_K_DA10016	0.595572
20x_PHU_DA10016	35x_K_DA10016	0.169276
20x_PHU_DA10029	35x_K_DA10016	0.47519
20x_PHU_DA10040	35x_K_DA10016	0.680222
20x_PL_DA10001	35x_K_DA10016	0.606694
20x_PL_DA10016	35x_K_DA10016	0.171045
20x_PL_DA10029	35x_K_DA10016	0.507753
20x_PL_DA10040	35x_K_DA10016	0.673558
20x_Q5_DA10001	35x_K_DA10016	0.612845
20x_Q5_DA10016	35x_K_DA10016	0.161415
20x_Q5_DA10029	35x_K_DA10016	0.496228
20x_Q5_DA10040	35x_K_DA10016	0.682364
25x_ACC_DA10001	35x_K_DA10016	0.574239
25x_ACC_DA10016	35x_K_DA10016	0.177958
25x_ACC_DA10029	35x_K_DA10016	0.462159
25x_ACC_DA10040	35x_K_DA10016	0.67447
25x_K_DA10001	35x_K_DA10016	0.592762
25x_K_DA10016	35x_K_DA10016	0.164291
25x_K_DA10029	35x_K_DA10016	0.483594
25x_K_DA10040	35x_K_DA10016	0.672568
25x_PHU_DA10001	35x_K_DA10016	0.580598
25x_PHU_DA10016	35x_K_DA10016	0.184298
25x_PHU_DA10029	35x_K_DA10016	0.485732
25x_PHU_DA10040	35x_K_DA10016	0.67207
25x_PL_DA10001	35x_K_DA10016	0.592847
25x_PL_DA10016	35x_K_DA10016	0.159448
25x_PL_DA10029	35x_K_DA10016	0.477625
25x_PL_DA10040	35x_K_DA10016	0.672792
25x_Q5_DA10001	35x_K_DA10016	0.621616
25x_Q5_DA10016	35x_K_DA10016	0.220462
25x_Q5_DA10029	35x_K_DA10016	0.508553
25x_Q5_DA10040	35x_K_DA10016	0.692989
30x_ACC_DA10001	35x_K_DA10016	0.598515
30x_ACC_DA10016	35x_K_DA10016	0.166903
30x_ACC_DA10029	35x_K_DA10016	0.474346
30x_ACC_DA10040	35x_K_DA10016	0.682682
30x_K_DA10001	35x_K_DA10016	0.583884
30x_K_DA10016	35x_K_DA10016	0.171131
30x_K_DA10029	35x_K_DA10016	0.47367
30x_K_DA10040	35x_K_DA10016	0.657944
30x_PHU_DA10001	35x_K_DA10016	0.624803
30x_PHU_DA10016	35x_K_DA10016	0.288316
30x_PHU_DA10029	35x_K_DA10016	0.525313
30x_PHU_DA10040	35x_K_DA10016	0.694581
30x_PL_DA10001	35x_K_DA10016	0.632211
30x_PL_DA10016	35x_K_DA10016	0.275276
30x_PL_DA10029	35x_K_DA10016	0.562898
30x_PL_DA10040	35x_K_DA10016	0.699957
30x_Q5_DA10001	35x_K_DA10016	0.635939
30x_Q5_DA10016	35x_K_DA10016	0.259874
30x_Q5_DA10029	35x_K_DA10016	0.527129
30x_Q5_DA10040	35x_K_DA10016	0.710681
35x_ACC_DA10001	35x_K_DA10016	0.594955
35x_ACC_DA10016	35x_K_DA10016	0.229558
35x_ACC_DA10029	35x_K_DA10016	0.539398
35x_ACC_DA10040	35x_K_DA10016	0.682972
35x_K_DA10001	35x_K_DA10016	0.593394
20x_ACC_DA10040	35x_K_DA10029	0.453332
20x_K_DA10001	35x_K_DA10029	0.434072
20x_K_DA10040	35x_K_DA10029	0.435675
20x_PHU_DA10001	35x_K_DA10029	0.463755
20x_PHU_DA10016	35x_K_DA10029	0.486968
20x_PHU_DA10029	35x_K_DA10029	0.177134
20x_PHU_DA10040	35x_K_DA10029	0.490654
20x_PL_DA10001	35x_K_DA10029	0.465685
20x_PL_DA10016	35x_K_DA10029	0.487259
20x_PL_DA10029	35x_K_DA10029	0.178469
20x_PL_DA10040	35x_K_DA10029	0.484646
20x_Q5_DA10001	35x_K_DA10029	0.478032
20x_Q5_DA10016	35x_K_DA10029	0.478927
20x_Q5_DA10029	35x_K_DA10029	0.186339
20x_Q5_DA10040	35x_K_DA10029	0.494995
25x_ACC_DA10001	35x_K_DA10029	0.430648
25x_ACC_DA10016	35x_K_DA10029	0.521508
25x_ACC_DA10029	35x_K_DA10029	0.153174
25x_ACC_DA10040	35x_K_DA10029	0.4576
25x_K_DA10001	35x_K_DA10029	0.451014
25x_K_DA10016	35x_K_DA10029	0.502867
25x_K_DA10029	35x_K_DA10029	0.141023
25x_K_DA10040	35x_K_DA10029	0.433498
25x_PHU_DA10001	35x_K_DA10029	0.464486
25x_PHU_DA10016	35x_K_DA10029	0.517504
25x_PHU_DA10029	35x_K_DA10029	0.195372
25x_PHU_DA10040	35x_K_DA10029	0.485844
25x_PL_DA10001	35x_K_DA10029	0.465802
25x_PL_DA10016	35x_K_DA10029	0.506767
25x_PL_DA10029	35x_K_DA10029	0.178614
25x_PL_DA10040	35x_K_DA10029	0.482581
25x_Q5_DA10001	35x_K_DA10029	0.488338
25x_Q5_DA10016	35x_K_DA10029	0.5442
25x_Q5_DA10029	35x_K_DA10029	0.178981
25x_Q5_DA10040	35x_K_DA10029	0.497511
30x_ACC_DA10001	35x_K_DA10029	0.466663
30x_ACC_DA10016	35x_K_DA10029	0.525606
30x_ACC_DA10029	35x_K_DA10029	0.233622
30x_ACC_DA10040	35x_K_DA10029	0.445275
30x_K_DA10001	35x_K_DA10029	0.457913
30x_K_DA10016	35x_K_DA10029	0.514044
30x_K_DA10029	35x_K_DA10029	0.124
30x_K_DA10040	35x_K_DA10029	0.424915
30x_PHU_DA10001	35x_K_DA10029	0.547585
30x_PHU_DA10016	35x_K_DA10029	0.595291
30x_PHU_DA10029	35x_K_DA10029	0.235921
30x_PHU_DA10040	35x_K_DA10029	0.464445
30x_PL_DA10001	35x_K_DA10029	0.546882
30x_PL_DA10016	35x_K_DA10029	0.578773
30x_PL_DA10029	35x_K_DA10029	0.217111
30x_PL_DA10040	35x_K_DA10029	0.459106
30x_Q5_DA10001	35x_K_DA10029	0.535539
30x_Q5_DA10016	35x_K_DA10029	0.554166
30x_Q5_DA10029	35x_K_DA10029	0.17638
30x_Q5_DA10040	35x_K_DA10029	0.46584
35x_ACC_DA10001	35x_K_DA10029	0.468367
35x_ACC_DA10016	35x_K_DA10029	0.553795
35x_ACC_DA10029	35x_K_DA10029	0.199704
35x_ACC_DA10040	35x_K_DA10029	0.43928
35x_K_DA10001	35x_K_DA10029	0.455093
35x_K_DA10016	35x_K_DA10029	0.473129
20x_ACC_DA10040	35x_K_DA10040	0.184042
20x_K_DA10001	35x_K_DA10040	0.423122
20x_K_DA10040	35x_K_DA10040	0.165394
20x_PHU_DA10001	35x_K_DA10040	0.404069
20x_PHU_DA10016	35x_K_DA10040	0.678925
20x_PHU_DA10029	35x_K_DA10040	0.430479
20x_PHU_DA10040	35x_K_DA10040	0.210732
20x_PL_DA10001	35x_K_DA10040	0.424107
20x_PL_DA10016	35x_K_DA10040	0.679778
20x_PL_DA10029	35x_K_DA10040	0.433285
20x_PL_DA10040	35x_K_DA10040	0.204319
20x_Q5_DA10001	35x_K_DA10040	0.409087
20x_Q5_DA10016	35x_K_DA10040	0.678404
20x_Q5_DA10029	35x_K_DA10040	0.431951
20x_Q5_DA10040	35x_K_DA10040	0.211346
25x_ACC_DA10001	35x_K_DA10040	0.393027
25x_ACC_DA10016	35x_K_DA10040	0.687868
25x_ACC_DA10029	35x_K_DA10040	0.410758
25x_ACC_DA10040	35x_K_DA10040	0.170344
25x_K_DA10001	35x_K_DA10040	0.416727
25x_K_DA10016	35x_K_DA10040	0.677238
25x_K_DA10029	35x_K_DA10040	0.426791
25x_K_DA10040	35x_K_DA10040	0.156114
25x_PHU_DA10001	35x_K_DA10040	0.39815
25x_PHU_DA10016	35x_K_DA10040	0.682867
25x_PHU_DA10029	35x_K_DA10040	0.444343
25x_PHU_DA10040	35x_K_DA10040	0.193705
25x_PL_DA10001	35x_K_DA10040	0.385721
25x_PL_DA10016	35x_K_DA10040	0.684017
25x_PL_DA10029	35x_K_DA10040	0.433111
25x_PL_DA10040	35x_K_DA10040	0.189293
25x_Q5_DA10001	35x_K_DA10040	0.381771
25x_Q5_DA10016	35x_K_DA10040	0.679341
25x_Q5_DA10029	35x_K_DA10040	0.396026
25x_Q5_DA10040	35x_K_DA10040	0.217114
30x_ACC_DA10001	35x_K_DA10040	0.386836
30x_ACC_DA10016	35x_K_DA10040	0.682542
30x_ACC_DA10029	35x_K_DA10040	0.423871
30x_ACC_DA10040	35x_K_DA10040	0.170058
30x_K_DA10001	35x_K_DA10040	0.406643
30x_K_DA10016	35x_K_DA10040	0.691123
30x_K_DA10029	35x_K_DA10040	0.427337
30x_K_DA10040	35x_K_DA10040	0.160683
30x_PHU_DA10001	35x_K_DA10040	0.456338
30x_PHU_DA10016	35x_K_DA10040	0.709686
30x_PHU_DA10029	35x_K_DA10040	0.456788
30x_PHU_DA10040	35x_K_DA10040	0.256963
30x_PL_DA10001	35x_K_DA10040	0.43815
30x_PL_DA10016	35x_K_DA10040	0.703161
30x_PL_DA10029	35x_K_DA10040	0.426577
30x_PL_DA10040	35x_K_DA10040	0.243052
30x_Q5_DA10001	35x_K_DA10040	0.415692
30x_Q5_DA10016	35x_K_DA10040	0.69536
30x_Q5_DA10029	35x_K_DA10040	0.411515
30x_Q5_DA10040	35x_K_DA10040	0.238759
35x_ACC_DA10001	35x_K_DA10040	0.377438
35x_ACC_DA10016	35x_K_DA10040	0.691637
35x_ACC_DA10029	35x_K_DA10040	0.421304
35x_ACC_DA10040	35x_K_DA10040	0.18629
35x_K_DA10001	35x_K_DA10040	0.409025
35x_K_DA10016	35x_K_DA10040	0.670913
35x_K_DA10029	35x_K_DA10040	0.427641
20x_ACC_DA10040	35x_PHU_DA10001	0.372733
20x_K_DA10001	35x_PHU_DA10001	0.254329
20x_K_DA10040	35x_PHU_DA10001	0.359451
20x_PHU_DA10001	35x_PHU_DA10001	0.245121
20x_PHU_DA10016	35x_PHU_DA10001	0.632425
20x_PHU_DA10029	35x_PHU_DA10001	0.485909
20x_PHU_DA10040	35x_PHU_DA10001	0.420418
20x_PL_DA10001	35x_PHU_DA10001	0.26107
20x_PL_DA10016	35x_PHU_DA10001	0.626395
20x_PL_DA10029	35x_PHU_DA10001	0.487816
20x_PL_DA10040	35x_PHU_DA10001	0.407328
20x_Q5_DA10001	35x_PHU_DA10001	0.247507
20x_Q5_DA10016	35x_PHU_DA10001	0.622296
20x_Q5_DA10029	35x_PHU_DA10001	0.503393
20x_Q5_DA10040	35x_PHU_DA10001	0.424837
25x_ACC_DA10001	35x_PHU_DA10001	0.234845
25x_ACC_DA10016	35x_PHU_DA10001	0.626381
25x_ACC_DA10029	35x_PHU_DA10001	0.484529
25x_ACC_DA10040	35x_PHU_DA10001	0.379432
25x_K_DA10001	35x_PHU_DA10001	0.25793
25x_K_DA10016	35x_PHU_DA10001	0.62109
25x_K_DA10029	35x_PHU_DA10001	0.484239
25x_K_DA10040	35x_PHU_DA10001	0.386202
25x_PHU_DA10001	35x_PHU_DA10001	0.218411
25x_PHU_DA10016	35x_PHU_DA10001	0.621166
25x_PHU_DA10029	35x_PHU_DA10001	0.511652
25x_PHU_DA10040	35x_PHU_DA10001	0.414521
25x_PL_DA10001	35x_PHU_DA10001	0.207405
25x_PL_DA10016	35x_PHU_DA10001	0.62163
25x_PL_DA10029	35x_PHU_DA10001	0.48942600000000003
25x_PL_DA10040	35x_PHU_DA10001	0.395791
25x_Q5_DA10001	35x_PHU_DA10001	0.172445
25x_Q5_DA10016	35x_PHU_DA10001	0.624553
25x_Q5_DA10029	35x_PHU_DA10001	0.462982
25x_Q5_DA10040	35x_PHU_DA10001	0.435043
30x_ACC_DA10001	35x_PHU_DA10001	0.159391
30x_ACC_DA10016	35x_PHU_DA10001	0.621183
30x_ACC_DA10029	35x_PHU_DA10001	0.48776
30x_ACC_DA10040	35x_PHU_DA10001	0.392344
30x_K_DA10001	35x_PHU_DA10001	0.223991
30x_K_DA10016	35x_PHU_DA10001	0.62622
30x_K_DA10029	35x_PHU_DA10001	0.482027
30x_K_DA10040	35x_PHU_DA10001	0.375528
30x_PHU_DA10001	35x_PHU_DA10001	0.264008
30x_PHU_DA10016	35x_PHU_DA10001	0.667529
30x_PHU_DA10029	35x_PHU_DA10001	0.510462
30x_PHU_DA10040	35x_PHU_DA10001	0.44813
30x_PL_DA10001	35x_PHU_DA10001	0.239228
30x_PL_DA10016	35x_PHU_DA10001	0.655321
30x_PL_DA10029	35x_PHU_DA10001	0.508434
30x_PL_DA10040	35x_PHU_DA10001	0.450952
30x_Q5_DA10001	35x_PHU_DA10001	0.193953
30x_Q5_DA10016	35x_PHU_DA10001	0.640459
30x_Q5_DA10029	35x_PHU_DA10001	0.482762
30x_Q5_DA10040	35x_PHU_DA10001	0.456098
35x_ACC_DA10001	35x_PHU_DA10001	0.150986
35x_ACC_DA10016	35x_PHU_DA10001	0.633469
35x_ACC_DA10029	35x_PHU_DA10001	0.490474
35x_ACC_DA10040	35x_PHU_DA10001	0.401672
35x_K_DA10001	35x_PHU_DA10001	0.217361
